Issuer Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Nominal,Price,Location,Exchange,Market Currency
AIA,AUCKLAND INTERNATIONAL AIRPORT LTD,Industrials,Equity,8999425.88,0.0065,8999425.88,1870615,4.81,New Zealand,New Zealand Exchange Ltd,NZD
SAP,SAPUTO INC,Consumer Staples,Equity,8989091.65,0.00649,8989091.65,319939,28.1,Canada,Toronto Stock Exchange,CAD
9CI,CAPITALAND INVESTMENT LTD,Real Estate,Equity,8946481.2,0.00646,8946481.2,3967780,2.25,Singapore,Singapore Exchange,SGD
8729,SONY FINANCIAL GROUP INC,Financials,Equity,8916225.7,0.00644,8916225.7,9753690,0.91,Japan,Tokyo Stock Exchange,JPY
F34,WILMAR INTERNATIONAL LTD,Consumer Staples,Equity,8907117.31,0.00643,8907117.31,2899597,3.07,Singapore,Singapore Exchange,SGD
SYENS,SYENSQO NV,Materials,Equity,8888825.1,0.00642,8888825.1,135793,65.46,Belgium,Nyse Euronext - Euronext Brussels,EUR
HRL,HORMEL FOODS CORP,Consumer Staples,Equity,8878441.25,0.00641,8878441.25,417809,21.25,United States,New York Stock Exchange Inc.,USD
DIM,SARTORIUS STEDIM BIOTECH SA,Health Care,Equity,8813380.08,0.00637,8813380.08,39785,221.52,France,Nyse Euronext - Euronext Paris,EUR
SDLF,STANDARD LIFE PLC,Financials,Equity,8782367.52,0.00634,8782367.52,837373,10.49,United Kingdom,London Stock Exchange,GBP
TITR,TELECOM ITALIA S.P.A.,Communication,Equity,8744917.7,0.00632,8744917.7,9658900,0.91,Italy,Borsa Italiana,EUR
8136,SANRIO LTD,Consumer Discretionary,Equity,8691194.91,0.00628,8691194.91,1317400,6.6,Japan,Tokyo Stock Exchange,JPY
G24,SCOUT24 N,Communication,Equity,8661855.32,0.00626,8661855.32,101803,85.08,Germany,Xetra,EUR
REC,RECORDATI INDUSTRIA CHIMICA E FARM,Health Care,Equity,8666921.09,0.00626,8666921.09,149228,58.08,Italy,Borsa Italiana,EUR
AUTO,AUTOTRADER GROUP PLC,Communication,Equity,8652307.94,0.00625,8652307.94,1250993,6.92,United Kingdom,London Stock Exchange,GBP
BARN,BARRY CALLEBAUT AG,Consumer Staples,Equity,8622387.79,0.00623,8622387.79,6278,1373.43,Switzerland,SIX Swiss Exchange,CHF
EVK,EVONIK INDUSTRIES AG,Materials,Equity,8610398.08,0.00622,8610398.08,429218,20.06,Germany,Xetra,EUR
6586,MAKITA CORP,Industrials,Equity,8582740.57,0.0062,8582740.57,247326,34.7,Japan,Tokyo Stock Exchange,JPY
LAND,LAND SECURITIES GROUP REIT PLC,Real Estate,Equity,8529162.3,0.00616,8529162.3,1017554,8.38,United Kingdom,London Stock Exchange,GBP
9024,SEIBU HOLDINGS INC,Industrials,Equity,8487984.44,0.00613,8487984.44,334700,25.36,Japan,Tokyo Stock Exchange,JPY
P911,DR ING HC F PORSCHE PRF AG,Consumer Discretionary,Equity,8388339.79,0.00606,8388339.79,169062,49.62,Germany,Xetra,EUR
AZRG,AZRIELI GROUP LTD,Real Estate,Equity,8319921.32,0.00601,8319921.32,53884,154.4,Israel,Tel Aviv Stock Exchange,ILS
6841,YOKOGAWA ELECTRIC CORP,Information Technology,Equity,8166580.29,0.0059,8166580.29,233100,35.03,Japan,Tokyo Stock Exchange,JPY
BEIJ B,BEIJER REF CLASS B,Industrials,Equity,8145858.7,0.00588,8145858.7,515500,15.8,Sweden,Nasdaq Omx Nordic,SEK
IDR,INDRA SISTEMAS SA,Information Technology,Equity,8084599.15,0.00584,8084599.15,127348,63.48,Spain,Bolsa De Madrid,EUR
TUB,FINANCIERE DE TUBIZE SA,Health Care,Equity,8053368.72,0.00582,8053368.72,31903,252.43,Belgium,Nyse Euronext - Euronext Brussels,EUR
AMUN,AMUNDI SA,Financials,Equity,7966798.5,0.00575,7966798.5,87079,91.49,France,Nyse Euronext - Euronext Paris,EUR
EMP.A,EMPIRE LTD CLASS A,Consumer Staples,Equity,7944534.6,0.00574,7944534.6,226150,35.13,Canada,Toronto Stock Exchange,CAD
DIE,DIETEREN (D) SA,Consumer Discretionary,Equity,7933499.03,0.00573,7933499.03,36950,214.71,Belgium,Nyse Euronext - Euronext Brussels,EUR
CSG,CSG CLASS A NV,Industrials,Equity,7923686.44,0.00572,7923686.44,320457,24.73,Netherlands,Euronext Amsterdam,EUR
3003,HULIC LTD,Real Estate,Equity,7846069.74,0.00567,7846069.74,671434,11.69,Japan,Tokyo Stock Exchange,JPY
SDR,SCHRODERS PLC,Financials,Equity,7829741.39,0.00566,7829741.39,1000200,7.83,United Kingdom,London Stock Exchange,GBP
BMED,BANCA MEDIOLANUM,Financials,Equity,7835467.96,0.00566,7835467.96,357020,21.95,Italy,Borsa Italiana,EUR
T,TELUS,Communication,Equity,7840058.38,0.00566,7840058.38,636224,12.32,Canada,Toronto Stock Exchange,CAD
CU,CANADIAN UTILITIES LTD CLASS A,Utilities,Equity,7818478.27,0.00565,7818478.27,222701,35.11,Canada,Toronto Stock Exchange,CAD
IGM,IGM FINANCIAL INC,Financials,Equity,7787031.09,0.00563,7787031.09,145164,53.64,Canada,Toronto Stock Exchange,CAD
SW,SODEXO SA,Consumer Discretionary,Equity,7780954,0.00562,7780954,154191,50.46,France,Nyse Euronext - Euronext Paris,EUR
9005,TOKYU CORP,Industrials,Equity,7785853.1,0.00562,7785853.1,702291,11.09,Japan,Tokyo Stock Exchange,JPY
BOL,BOLLORE,Energy,Equity,7769838.51,0.00561,7769838.51,1301477,5.97,France,Nyse Euronext - Euronext Paris,EUR
BTRW,BARRATT REDROW PLC,Consumer Discretionary,Equity,7770560.17,0.00561,7770560.17,2174801,3.57,United Kingdom,London Stock Exchange,GBP
SAGA B,SAGAX CLASS B,Real Estate,Equity,7771760.97,0.00561,7771760.97,373385,20.81,Sweden,Nasdaq Omx Nordic,SEK
IVN,IVANHOE MINES LTD CLASS A,Materials,Equity,7731975.77,0.00559,7731975.77,918517,8.42,Canada,Toronto Stock Exchange,CAD
U96,SEMBCORP INDUSTRIES LTD,Utilities,Equity,7638598.42,0.00552,7638598.42,1403000,5.44,Singapore,Singapore Exchange,SGD
LUND B,LUNDBERGFORETAGEN CLASS B,Financials,Equity,7515281.99,0.00543,7515281.99,122127,61.54,Sweden,Nasdaq Omx Nordic,SEK
QAN,QANTAS AIRWAYS LTD,Industrials,Equity,7457614.88,0.00539,7457614.88,1146219,6.51,Australia,Asx - All Markets,AUD
9602,TOHO (TOKYO) LTD,Communication,Equity,7426655.9,0.00536,7426655.9,812700,9.14,Japan,Tokyo Stock Exchange,JPY
4091,NIPPON SANSO HOLDINGS CORP,Materials,Equity,7402182.14,0.00535,7402182.14,204400,36.21,Japan,Tokyo Stock Exchange,JPY
MAP,MAPFRE SA,Financials,Equity,7382238.43,0.00533,7382238.43,1475267,5,Spain,Bolsa De Madrid,EUR
AYV,AYVENS SA,Industrials,Equity,7383173.79,0.00533,7383173.79,565480,13.06,France,Nyse Euronext - Euronext Paris,EUR
BMW3,BMW PREF AG,Consumer Discretionary,Equity,7270748.51,0.00525,7270748.51,74005,98.25,Germany,Xetra,EUR
AUD,AUD CASH,Cash and/or Derivatives,Cash,7248242.91,0.00524,7248242.91,10115474,71.65,Australia,--,AUD
1038,CHEUNG KONG INFRASTRUCTURE HOLDING,Utilities,Equity,7202109.18,0.0052,7202109.18,852500,8.45,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
LEG,LEG IMMOBILIEN N,Real Estate,Equity,7203653.11,0.0052,7203653.11,100405,71.75,Germany,Xetra,EUR
1928,SANDS CHINA LTD,Consumer Discretionary,Equity,7165357.95,0.00518,7165357.95,3243070,2.21,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
EDPR,EDP RENOVAVEIS SA,Utilities,Equity,7016934.38,0.00507,7016934.38,445253,15.76,Portugal,Nyse Euronext - Euronext Lisbon,EUR
BZU,BUZZI,Materials,Equity,6991092.26,0.00505,6991092.26,122961,56.86,Italy,Borsa Italiana,EUR
AAF,AIRTEL AFRICA PLC,Communication,Equity,6996515.98,0.00505,6996515.98,1461440,4.79,United Kingdom,London Stock Exchange,GBP
3064,MONOTARO LTD,Industrials,Equity,6960875.87,0.00503,6960875.87,605600,11.49,Japan,Tokyo Stock Exchange,JPY
NTGY,NATURGY ENERGY GROUP SA,Utilities,Equity,6875972.51,0.00497,6875972.51,218317,31.5,Spain,Bolsa De Madrid,EUR
CEN,CONTACT ENERGY LTD,Utilities,Equity,6813438.76,0.00492,6813438.76,1241111,5.49,New Zealand,New Zealand Exchange Ltd,NZD
9435,HIKARI TSUSHIN INC,Industrials,Equity,6725852.5,0.00486,6725852.5,26800,250.96,Japan,Tokyo Stock Exchange,JPY
EVD,CTS EVENTIM AG,Communication,Equity,6725892.89,0.00486,6725892.89,97416,69.04,Germany,Xetra,EUR
2413,M3 INC,Health Care,Equity,6695027.14,0.00484,6695027.14,701800,9.54,Japan,Tokyo Stock Exchange,JPY
6869,SYSMEX CORP,Health Care,Equity,6676452.49,0.00482,6676452.49,749121,8.91,Japan,Tokyo Stock Exchange,JPY
COV,COVIVIO SA,Real Estate,Equity,6443289.43,0.00465,6443289.43,95601,67.4,France,Nyse Euronext - Euronext Paris,EUR
ENT,ENTAIN PLC,Consumer Discretionary,Equity,6401365.12,0.00462,6401365.12,777357,8.23,United Kingdom,London Stock Exchange,GBP
SOF,SOFINA SA,Financials,Equity,6358880.28,0.00459,6358880.28,23942,265.59,Belgium,Nyse Euronext - Euronext Brussels,EUR
CPR,DAVIDE CAMPARI MILANO NV,Consumer Staples,Equity,6308283.83,0.00456,6308283.83,841354,7.5,Italy,Borsa Italiana,EUR
BCVN,BC VAUD N,Financials,Equity,6275866.38,0.00453,6275866.38,39659,158.25,Switzerland,SIX Swiss Exchange,CHF
BIM,BIOMERIEUX SA,Health Care,Equity,6224418.6,0.0045,6224418.6,58460,106.47,France,Nyse Euronext - Euronext Paris,EUR
SEK,SEK CASH,Cash and/or Derivatives,Cash,6061286.87,0.00438,6061286.87,55504113,10.92,Sweden,--,SEK
1997,WHARF REAL ESTATE INVESTMENT COMPA,Real Estate,Equity,6044829.93,0.00437,6044829.93,1944590,3.11,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
BKW,BKW N AG,Utilities,Equity,5999556.81,0.00433,5999556.81,29648,202.36,Switzerland,SIX Swiss Exchange,CHF
BEPC,BROOKFIELD RENEWABLE SUBORDINATE V,Utilities,Equity,5971494.71,0.00431,5971494.71,153470,38.91,Canada,Toronto Stock Exchange,CAD
LATO B,LATOUR INVESTMENT CLASS B,Industrials,Equity,5839314.68,0.00422,5839314.68,230282,25.36,Sweden,Nasdaq Omx Nordic,SEK
7181,JAPAN POST INSURANCE LTD,Financials,Equity,5732175.24,0.00414,5732175.24,592300,9.68,Japan,Tokyo Stock Exchange,JPY
DEMANT,DEMANT,Health Care,Equity,5723598.91,0.00413,5723598.91,164547,34.78,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
RAA,RATIONAL AG,Industrials,Equity,5660280.29,0.00409,5660280.29,7083,799.14,Germany,Xetra,EUR
INPST,INPOST SA,Industrials,Equity,5647123.34,0.00408,5647123.34,315098,17.92,Netherlands,Euronext Amsterdam,EUR
DHER,DELIVERY HERO,Consumer Discretionary,Equity,5626740.08,0.00406,5626740.08,235625,23.88,Germany,Xetra,EUR
ICL,ICL GROUP LTD,Materials,Equity,5531240.71,0.004,5531240.71,1069391,5.17,Israel,Tel Aviv Stock Exchange,ILS
BALD B,FASTIGHETS BALDER CLASS B,Real Estate,Equity,5520413.25,0.00399,5520413.25,848745,6.5,Sweden,Nasdaq Omx Nordic,SEK
MEL,MERIDIAN ENERGY LTD,Utilities,Equity,5396267.22,0.0039,5396267.22,1635343,3.3,New Zealand,New Zealand Exchange Ltd,NZD
GFC,GECINA SA,Real Estate,Equity,5246138.87,0.00379,5246138.87,61658,85.08,France,Nyse Euronext - Euronext Paris,EUR
CVC,CVC CAPITAL PARTNERS PLC,Financials,Equity,5196513.91,0.00375,5196513.91,334479,15.54,Netherlands,Euronext Amsterdam,EUR
SALM,SALMAR,Consumer Staples,Equity,5142231.25,0.00371,5142231.25,88058,58.4,Norway,Oslo Bors Asa,NOK
RAND,RANDSTAD HOLDING,Industrials,Equity,5084214.17,0.00367,5084214.17,175864,28.91,Netherlands,Euronext Amsterdam,EUR
HOLM B,HOLMEN CLASS B,Materials,Equity,5054526.75,0.00365,5054526.75,139581,36.21,Sweden,Nasdaq Omx Nordic,SEK
7550,ZENSHO HOLDINGS LTD,Consumer Discretionary,Equity,5019494.93,0.00363,5019494.93,94600,53.06,Japan,Tokyo Stock Exchange,JPY
MNDY,MONDAYCOM LTD,Information Technology,Equity,4930029,0.00356,4930029,72650,67.86,Israel,NASDAQ,USD
ADP,AEROPORTS DE PARIS SA,Industrials,Equity,4840050.27,0.0035,4840050.27,36871,131.27,France,Nyse Euronext - Euronext Paris,EUR
LOTB,LOTUS BAKERIES NV,Consumer Staples,Equity,4847817.52,0.0035,4847817.52,415,11681.47,Belgium,Nyse Euronext - Euronext Brussels,EUR
4768,OTSUKA CORP,Information Technology,Equity,4655373.44,0.00336,4655373.44,237972,19.56,Japan,Tokyo Stock Exchange,JPY
ROCK B,ROCKWOOL CLASS B,Industrials,Equity,4509937.49,0.00326,4509937.49,147076,30.66,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
SGD,SGD CASH,Cash and/or Derivatives,Cash,4380639.71,0.00316,4380639.71,5575897,78.56,Singapore,--,SGD
19,SWIRE PACIFIC LTD A,Industrials,Equity,4349464.74,0.00314,4349464.74,394401,11.03,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
1308,SITC INTERNATIONAL HOLDINGS LTD,Industrials,Equity,4337351.61,0.00313,4337351.61,972000,4.46,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
GRF,GRIFOLS SA CLASS A,Health Care,Equity,4126997.13,0.00298,4126997.13,381960,10.8,Spain,Bolsa De Madrid,EUR
2587,SUNTORY BEVERAGE & FOOD LTD,Consumer Staples,Equity,3987501.33,0.00288,3987501.33,139100,28.67,Japan,Tokyo Stock Exchange,JPY
--,CYBERARK SOFTWARE CONTRA,Information Technology,Equity,3661290,0.00264,3661290,81362,45,Israel,NO MARKET (E.G. UNLISTED),USD
4,WHARF (HOLDINGS) LTD,Real Estate,Equity,3336990.19,0.00241,3336990.19,1146000,2.91,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
4716,ORACLE JAPAN CORP,Information Technology,Equity,3310958.03,0.00239,3310958.03,55415,59.75,Japan,Tokyo Stock Exchange,JPY
9202,ANA HOLDINGS INC,Industrials,Equity,3264164.87,0.00236,3264164.87,182387,17.9,Japan,Tokyo Stock Exchange,JPY
HKD,HKD CASH,Cash and/or Derivatives,Cash,3231692.36,0.00233,3231692.36,25304313,12.77,Hong Kong,--,HKD
ILS,ILS CASH,Cash and/or Derivatives,Cash,3067393.48,0.00222,3067393.48,9215830,33.28,Israel,--,ILS
JD.,JD SPORTS FASHION PLC,Consumer Discretionary,Equity,2864618.24,0.00207,2864618.24,2775660,1.03,United Kingdom,London Stock Exchange,GBP
RED,REDEIA CORPORACION SA,Utilities,Equity,2577872.17,0.00186,2577872.17,146923,17.55,Spain,Bolsa De Madrid,EUR
BCE,BCE INC,Communication,Equity,2546092.71,0.00184,2546092.71,106343,23.94,Canada,Toronto Stock Exchange,CAD
NOK,NOK CASH,Cash and/or Derivatives,Cash,2313355.97,0.00167,2313355.97,21609983,10.71,Norway,--,NOK
3092,ZOZO INC,Consumer Discretionary,Equity,2079335.88,0.0015,2079335.88,309300,6.72,Japan,Tokyo Stock Exchange,JPY
NZD,NZD CASH,Cash and/or Derivatives,Cash,1887216.91,0.00136,1887216.91,3197047,59.03,New Zealand,--,NZD
9201,JAPAN AIRLINES LTD,Industrials,Equity,771841.69,0.00056,771841.69,48281,15.99,Japan,Tokyo Stock Exchange,JPY
ETD_JPY,ETD JPY BALANCE WITH 06738C,Cash and/or Derivatives,Cash,0,0,0,0,0.63,Japan,--,JPY
--,HOLOGIC INC,Health Care,Equity,4197.99,0,4197.99,419799,0.01,United States,NO MARKET (E.G. UNLISTED),USD
EUR,EUR/USD,Cash and/or Derivatives,FX,-5465.93,0,-5465.93,2738441,1,United States,--,USD
GBP,GBP/USD,Cash and/or Derivatives,FX,-2191.59,0,-2191.59,1499033,1,United States,--,USD
CHF,CHF/USD,Cash and/or Derivatives,FX,-1937.76,0,-1937.76,991390,1,United States,--,USD
GBP,GBP/USD,Cash and/or Derivatives,FX,-1461.06,0,-1461.06,999355,1,United States,--,USD
CHF,CHF/USD,Cash and/or Derivatives,FX,-1291.84,0,-1291.84,660927,1,United States,--,USD
SEK,SEK/USD,Cash and/or Derivatives,FX,-472.91,0,-472.91,4236883,1,United States,--,USD
ILS,ILS/USD,Cash and/or Derivatives,FX,-464.98,0,-464.98,269865,1,United States,--,USD
DKK,DKK/USD,Cash and/or Derivatives,FX,-405.04,0,-405.04,1463234,1,United States,--,USD
SEK,SEK/USD,Cash and/or Derivatives,FX,-315.28,0,-315.28,2824588,1,United States,--,USD
ILS,ILS/USD,Cash and/or Derivatives,FX,-309.99,0,-309.99,179910,1,United States,--,USD
DKK,DKK/USD,Cash and/or Derivatives,FX,-270.03,0,-270.03,975489,1,United States,--,USD
SGD,SGD/USD,Cash and/or Derivatives,FX,-146.64,0,-146.64,112858,1,United States,--,USD
SGD,SGD/USD,Cash and/or Derivatives,FX,-114.23,0,-114.23,87915,1,United States,--,USD
SGD,SGD/USD,Cash and/or Derivatives,FX,-105.73,0,-105.73,81372,1,United States,--,USD
NOK,NOK/USD,Cash and/or Derivatives,FX,-75.3,0,-75.3,937388,1,United States,--,USD
NOK,NOK/USD,Cash and/or Derivatives,FX,-50.2,0,-50.2,624925,1,United States,--,USD
HKD,HKD/USD,Cash and/or Derivatives,FX,12.13,0,12.13,1116652,1,United States,--,USD
HKD,HKD/USD,Cash and/or Derivatives,FX,18.19,0,18.19,1674978,1,United States,--,USD
NZD,NZD/USD,Cash and/or Derivatives,FX,46.9,0,46.9,25812,1,United States,--,USD
NZD,NZD/USD,Cash and/or Derivatives,FX,70.35,0,70.35,38718,1,United States,--,USD
AUD,AUD/USD,Cash and/or Derivatives,FX,307.19,0,307.19,872705,1,United States,--,USD
AUD,AUD/USD,Cash and/or Derivatives,FX,460.79,0,460.79,1309057,1,United States,--,USD
2299955D,CONSTELLATION SOFTWARE INC,Information Technology,Equity,0.15,0,0.15,20091,0,Canada,Toronto Stock Exchange,CAD
SGSN,SGS SA COUPON,Industrials,Equity,3.11,0,3.11,242353,0,Switzerland,SIX Swiss Exchange,CHF
TPM6,TOPIX INDEX JUN 26,Cash and/or Derivatives,Futures,0,0,44036201.65,186,23.68,--,Osaka Securities Exchange,JPY
Z M6,FTSE 100 INDEX JUN 26,Cash and/or Derivatives,Futures,0,0,55948532.69,394,14200.22,--,IFLL,GBP
VGM6,EURO STOXX 50 JUN 26,Cash and/or Derivatives,Futures,0,0,61131001.26,883,6923.1,European Union,Eurex Deutschland,EUR
ESM6,S&P500 EMINI JUN 26,Cash and/or Derivatives,Futures,0,0,466825000,1315,7100,--,Index And Options Market,USD
JPY,JPY/USD,Cash and/or Derivatives,FX,-12497.57,-0.000010,-12497.57,483424500,1,United States,--,USD
JPY,JPY/USD,Cash and/or Derivatives,FX,-8331.71,-0.000010,-8331.71,322283000,1,United States,--,USD
EUR,EUR/USD,Cash and/or Derivatives,FX,-8198.89,-0.000010,-8198.89,4107661,1,United States,--,USD
